RBC(1,0);RBC(2,0);RBC(3,0);RBC(4,0);RBC(-4,1);RBC(-3,1);RBC(-2,1);RBC(-1,1);RBC(0,1);RBC(1,1);RBC(2,1);RBC(3,1);RBC(4,1);RBC(-4,2);RBC(-3,2);RBC(-2,2);RBC(-1,2);RBC(0,2);RBC(1,2);RBC(2,2);RBC(3,2);RBC(4,2);RBC(-4,3);RBC(-3,3);RBC(-2,3);RBC(-1,3);RBC(0,3);RBC(1,3);RBC(2,3);RBC(3,3);RBC(4,3);RBC(-4,4);RBC(-3,4);RBC(-2,4);RBC(-1,4);RBC(0,4);RBC(1,4);RBC(2,4);RBC(3,4);RBC(4,4);ZBS(1,0);ZBS(2,0);ZBS(3,0);ZBS(4,0);ZBS(-4,1);ZBS(-3,1);ZBS(-2,1);ZBS(-1,1);ZBS(0,1);ZBS(1,1);ZBS(2,1);ZBS(3,1);ZBS(4,1);ZBS(-4,2);ZBS(-3,2);ZBS(-2,2);ZBS(-1,2);ZBS(0,2);ZBS(1,2);ZBS(2,2);ZBS(3,2);ZBS(4,2);ZBS(-4,3);ZBS(-3,3);ZBS(-2,3);ZBS(-1,3);ZBS(0,3);ZBS(1,3);ZBS(2,3);ZBS(3,3);ZBS(4,3);ZBS(-4,4);ZBS(-3,4);ZBS(-2,4);ZBS(-1,4);ZBS(0,4);ZBS(1,4);ZBS(2,4);ZBS(3,4);ZBS(4,4);mean_iota;aspect;growth_rate;quasisymmetry;well;effective_1o_time
-0.2;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.45375911726240464;6.982961543549389;0.12491304438250476;51.032276029347784;-0.07468725733956436;0.0
-0.19183673469387758;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.4698105017442975;6.983435482352821;0.11229546158530623;47.39919241220618;-0.08274898051122545;0.0
-0.1836734693877551;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.48639124513723714;6.983909421156228;0.11105590617192784;44.100752255063526;-0.08953982674024927;0.0
-0.17551020408163265;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.5034634821048728;6.984383359959672;0.11237589321985116;41.069285549270944;-0.09516487411966473;0.0
-0.1673469387755102;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.5209863212814202;6.9848572987631545;0.1084010632405008;38.279497612107406;-0.09967359992401492;0.0
-0.15918367346938778;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.5389153468308374;6.985331237566628;0.1068572797358654;35.70473917174296;-0.10311650316672998;0.0
-0.1510204081632653;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.5571991008747826;6.9858051763699684;0.10094662062568466;33.32223996222011;-0.10553310287453528;0.0
-0.14285714285714285;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.5757952160480059;6.986279115173426;0.10814725427260476;31.102738560972416;-0.10704078210224072;0.0
-0.1346938775510204;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.5946480906958508;6.9867530539769;0.10531311164907538;29.031864615278668;-0.10766970197713889;0.0
-0.12653061224489798;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.6137087687221084;6.987226992780326;0.10897164347218913;27.09191040848281;-0.10751091356476827;0.0
-0.11836734693877551;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.6329234283858789;6.9877009315837775;0.1113452962658175;25.268425905535697;-0.10663633030307375;0.0
-0.11020408163265306;0.004682577321289676;3.555884810980106e-05;1.12648130985136e-05;-3.501747819428402e-05;-9.689832768639681e-05;-0.01016081615569227;-0.09241863006025411;0.1604793139096875;0.01446765533294755;-3.008215707830736e-05;-0.0001014020201396604;2.52596455489741e-05;-0.0001462355737151261;-0.0001397938585510762;0.01075651732367357;0.02749716231495962;0.009441870660411661;-0.004736727346239409;-0.0009709460240687055;2.353880687961419e-05;4.209531479707984e-05;5.974281273151615e-05;2.312909257350685e-05;-0.0005581119229260439;-0.0005430749565041033;-0.0002905990215898374;-0.0001219750243016848;-8.029950563832251e-05;7.060642743995284e-06;5.138463858958226e-06;-0.0001960881617267853;-0.0001484384884857938;2.442337812588634e-05;0.0003310743305573197;0.0003074936942475204;7.225934261243331e-05;6.182474828928807e-05;4.333436646843642e-05;4.028404151927043e-06;0.09727963201249451;0.004429892705649569;0.0001175641985947767;4.236431083430059e-05;-4.704418855003935e-05;0.0001257613242466213;0.01218964076452838;0.07326433854967616;0.1576619338336141;0.01200533251892072;-0.0004893709003553253;5.237724738076776e-06;4.700775026683548e-05;0.0001201210247723772;9.254131596836206e-05;-0.006632565948396443;0.02328866349538918;0.006665094487880732;-0.004592821425505623;-0.0007575900312093075;8.358645914100451e-05;4.445739357294369e-05;4.443278416619907e-05;0.0002739002008974616;0.0004477917938863792;-0.0002066948511598662;-0.000119857320120037;-0.0001231163706713804;1.818516848403011e-06;3.463720007750627e-05;1.78182043318098e-06;-2.646958295723027e-05;-0.0003324436690266708;-0.0001205529279985763;-0.0001081986837563495;7.451918852515116e-05;1.928308406474007e-05;9.714321572842322e-05;6.109954144578944e-05;1.273299149816931e-05;-0.65224767913506;6.988174870387195;0.11244302760151341;23.548341521154452;-0.10511552291009521;0.0
